condition,seed,tau,area,area_fraction,perimeter,component_count,circularity,eccentricity,orientation,major_axis,minor_axis,curvature_mean,curvature_std,curvature_q90,curvature_q99,euler_characteristic,fourier_0,fourier_1,fourier_2,fourier_3,fourier_4,fourier_5,fourier_6,fourier_7,fourier_8,fourier_9
REAL_NORMAL,42,0.7,124,0.007568359375,34,1,1.3479497890835097,0.6506642913393652,146.54762507004207,7.219111041160601,5.481943947966826,0.33275613232308116,0.3529411764705882,0.7071067811865475,0.7071067811865475,1,0.021563769979063955,0.03224176103008732,0.024327163673077454,0.022339505173385097,0.009376844644013393,0.013624480147505008,0.006143819067183877,0.004856558933363673,0.004344097812473082,0.002456525436259282
REAL_NORMAL,43,0.3,490,0.0299072265625,96,2,0.6681338542790792,0.41894349159137523,90.69988096486574,15.190393352001612,13.793064121740404,0.36451933408902004,0.33130724689973273,0.7071067811865475,0.9999999999999998,2,0.12842265791773105,0.03635052024268168,0.03549036780592952,0.0770374832332376,0.0405330582409378,0.024679900150957317,0.028581884344365618,0.017739938375354227,0.013646990409110776,0.013411746093104634
REAL_NORMAL,43,0.4,275,0.01678466796875,56,1,1.1019617088484606,0.5599948957374947,115.00372353984879,10.711302262473579,8.874271691626555,0.4765395548570495,0.34956511116294103,0.7071067811865475,1.0,1,0.07698277107294901,0.028555862647641116,0.03149705031269167,0.020725057123751778,0.010310928995529168,0.019492816037978606,0.005824301593032916,0.011776442885715787,0.010477260329240337,0.004112295061307542
REAL_NORMAL,43,0.5,177,0.01080322265625,42,1,1.260911337155087,0.6731446917785997,140.67562145561251,8.780826511679,6.493516041956159,0.3941987901453344,0.3610008304176603,0.7071067811865475,0.8799137802864834,1,0.004413956082786204,0.02687307089819001,0.01988676332718347,0.010203139703373046,0.012038651750999213,0.006299209587540705,0.017819597067256162,0.0031667733001081075,0.005801593662279358,0.004295129472659488
REAL_NORMAL,43,0.6,122,0.0074462890625,34,1,1.3262086634531307,0.7119657835760861,138.92588615114423,7.475924796029604,5.249700232302141,0.40376241356934867,0.36206844718571896,0.7071067811865475,0.9033452377915612,1,0.025880693945050867,0.026650559602632507,0.02645725101291196,0.006862838186713777,0.013011615071755748,0.007271310439104751,0.007880208747761406,0.0055259862649828665,0.011146963094501385,0.005634041793677487
REAL_NORMAL,43,0.7,80,0.0048828125,27,1,1.3790255818226802,0.7306451943122384,140.97071629954903,6.140566220658852,4.192516725035627,0.5454785948651057,0.3314521231662232,0.7071067811865475,0.9999999999999999,1,0.010719634837381824,0.031194626122327436,0.020903518310390567,0.00619902682988496,0.01973561047173869,0.005554925140649269,0.009921202716201026,0.011968121732799573,0.018337852113871483,0.007442333459783496
REAL_NORMAL,99,0.3,737,0.04498291015625,125,2,0.5927305691380935,0.5257297309268056,174.2217982619273,18.57642541217049,15.802067150404335,0.3653276048496993,0.3393957995074996,0.7071067811865475,0.9967345417197145,2,0.21706626353400993,0.07776292395894299,0.05115590968010175,0.021270007193078692,0.04081797717055685,0.0179926412392453,0.010014144664639266,0.013687005062120844,0.024586489847130237,0.03681916059130776
REAL_NORMAL,99,0.4,480,0.029296875,92,2,0.7126486170714086,0.6844887101772028,168.20695042245706,15.859186698674952,11.56171916430897,0.3757610684085771,0.33861698339439994,0.7071067811865475,0.9944341985529931,2,0.11231961344348514,0.068135929573424,0.02407130053580492,0.03888248634809813,0.01906436408862458,0.02953091787798569,0.024318808544008017,0.01596533011158849,0.024921387804528197,0.007082713713013639
REAL_NORMAL,99,0.5,323,0.01971435546875,59,1,1.1660263454289033,0.6420954209245978,160.6313727532268,11.795817252415882,9.042965168410756,0.4004646948808393,0.35744037457222877,0.7071067811865475,0.830121933088198,1,0.03991714183991044,0.028192908019273308,0.032816409536083335,0.015179000533253134,0.016851263172493306,0.010634482791532765,0.003801433844223151,0.005574106040862217,0.004720241012531171,0.0014811373538595688
REAL_NORMAL,99,0.6,223,0.01361083984375,47,1,1.2685833621557698,0.5743964927511342,137.12604877546462,9.397783299272096,7.6928113503122635,0.4124420491670262,0.35744075943355447,0.7071067811865475,0.8652691193458115,1,0.04721298678958215,0.017596603022289943,0.028020035443805245,0.0204269494746995,0.006851541562165292,0.0033411271036629113,0.0005420035919096639,0.0077553137300041715,0.0012189823281559334,0.005281279510545165
